845042542;TSHEISI;TUMELO
846825825;TSOLO;violet
844258358;venkile;WILLIAM
845540840;ZAZAZA;ZIMKHITHA
510208108;AARON;A ADOONS
513516116;BENGANE;Aletta Selloane
604219619;BOTSANE;ANDRIES
628214914;CHIRWA;AUGUSTLUAS
637520720;DIAL;BIBUSENG M
714904904;DLAMINI;BONGINKOSI  M
719564064;Finger;Cathrine Nyalleng
715352152;GOVENDER;DANIEL
713550950;HLOHLOMI;Diau Thomas
714603883;jasong;DIMAKATSO
717346346;KAMANAMANE;Dipuo
728513513;KGOSI;E.MADITABA
729678878;Kheleli;ELIZABETH MODIEHI
729647047;KHOTSENG;ERNEST LICHABA
720434334;KOENAGOE;FRANCIOU
720811911;KUBAYI;george mathanzenm
721847147;LEBISA;H B
724069369;Lefa;ISAAC
724018418;LEKHULA;Ivan Kamohelo
724885785;Lephephelo;JASON
732363463;Letele;JOHANNES MADITSIE
736722922;LINKS;JOSEPH P
730869069;MAARTINS;KABELO
734718093;machosi;KARABO
739133333;MAGAGE;KEDIEMETSE
732773473;MAIKHI;Kelebohile
736771893;Makatisi;KGOJANE
730731831;MAKHETHA;KHOUHELO
735181981;MAKWABA;Leah
739536036;MALOKA;LEBOHANG V
733511011;MANUME;LEHLOHONOLO EPHRAIM
737679383;MARIBE;LERATO
731605093;MASHOAI;LETSHEGO
735492293;MATAKANE;Litaba
735914614;MATIAS;LYDIA M
733942242;MATSEPE;Madintwana Anna Audrey
737917417;Mayo;MAKALO
732798198;MEHLO;Maleho Solomon
736985285;MGEDEZA;mamokete
731619383;MMATLI;MANNINI
735505233;MODIRWA;Margaret
739831663;MOEPI;MARTHA P
734559359;MOGOROSI;MASHILE
739419319;MOHLAHLO;MATSELISO
746779779;MOHUTSIWA;MAVIA
744967867;Mokeki;MICHAEL
767381481;Mokhele;MMPEPA S
768751251;MOKHUNOANA;MOEKETSI JONAS
761721221;MOKONE;MOHUTSIWA
765154054;MOLAUDI;MOKETE A
766047647;MOLEMELA;MOLEBOHENG ROSINA
769114723;MOLOKELOA;MONGEZI
762185485;MONGWATO;morris
763602402;Mookwa;Motapane
783753053;Moretlo;MOTSAMAI GEELBOOI
781032432;MOSEKE;Mpho
785491791;MOSILI;MPOMELELO ISAAC
789613913;MOTHABENG;NASISI EVELYN
784619719;MOTLHABANE;NKEKETSENG A
788755033;MOTSE;NOMATYALA I
783035535;MOYE;NONTETO JANE
787683383;MPOIHI;NTEMI
782810453;MVIMBI;NTHABISENG REBECCA
789537137;NCINCI;NTSWAKI
785551151;NGQUQU;onke
781801201;NKIKANE;PALESA CYNTHIA
788436036;Norman;PAULUS E
785343843;NTHOBA;PHIKIWE
782948648;NTSHANE;POPPIKI
781827727;NYONGOANE;PULE ANDRES
792561161;PETER;Puseletso Emily
799964964;PHELEU;Reabetswe
793458658;PITSO;Rethabile
796118618;PULE;SABATA
797491791;Rajonase;sarah
810638438;RAMALEFANE;SEHLOHO, F
828486886;RAMOLULA;SELLO
829258158;rapuleng;SESING
824304404;SALEMANE;SIMON MHOLO
820913413;SEBOLAO;SOPHIE NOPOTJI
826814414;SEGAU;T.JOHANNES
836116616;SEKHOSANA;TEBOGO AGNES
835047747;Sello;TEBOHO S
832837337;SEPHAKA;thabang hans
839555855;SETLAI;THABO
834360460;SHUPING;THABO TSHEPO INNOCENT
830989289;SOLANI;Thapelo Innocent
839618818;TAMANE;THEMBINKOSI MOSES
835228828;THAFENI;TIMAN S
837946946;thinyane;TSEKO JONAS
836231631;TIWANE;TSHEPISO PETRUS
845530030;TOAI;Tshokolo
845049549;TSHEISI;TUMELO
846828728;TSOLO;VIOLET
844261461;VENKILE;WILLIAM
845565265;ZAZAZA;Zimatooane Zacharia
510213443;AARON;A. JACOB
513524124;Bengane;ALETTA THANDI
604243743;BOTSANE;ANDRIES
629018018;CHISVO;AUMA THERESIA
637644944;DIAL;BIDIKWE J
714908408;DLAMINI;Bongile Victor
719577777;Finger;Cathrine Thomsonda
715313213;GOVOZANA;DANIEL
713566766;HLOHLOMI;Diau Jan
714639339;JASONG;DIMAKATSO
717326426;KAMBARAMI;DIPUO
728518618;KGOSI;E.MANNINI
729692892;KHELELO;ELIZABETH MOHANUA
729659959;KHOTSENG;ERNEST MOLEPI
720409909;koenane;FRANCIS
720843743;KUBAYI;George Marumo
721825225;Lebitla;H MAGDELINE
724080080;LEFA;ISAAC
724070470;LEKHULA;IVAN MLONDOLOZI
724899899;LEPHEPHELO;JASSIM
732369469;LETELE;JOHANNES MAFAHLE
736756956;LINKS;Joseph Paballo
730817117;MAARVAN;KABELO
734724524;MACHOSI;karabo
739144244;Magage;KEDIEMETSE
732784584;MAIKHI;Kelebohile
736782782;Makatisi;KGOJANE
730741941;makhetha;KHUDUGA PETER
735182682;MAKWABA;LEA
739539443;MALOKA;LEBOHATIG, J
733537037;MANUPING;LEHLOHONOLO EPHRAIM
737680180;MARIBE;lerato
731633033;Mashoai;LETSHEGO
735436936;MATAKANE DANIEL;LITABA
739623223;Matias;LYDIA M
733944444;MATSEPE;MADIPUO JANE
737921221;Mayo;MAKALO
737247747;MEHLO;MALEKE
736957357;MGEGAMA;mamokete
731631331;MMATLI;MANNINI A
735505253;MODIRWA;MARGARET
739832913;MOEPI;MARTHA PULANI
734566766;MOGOROSI;MASHUDU
739437337;MOHLAHLO;MATSELISO
746783583;MOHUTSIWA;Mavia
745012012;MOKEKI;Michael
767386986;MOKHELE;MMUSETSI
768710610;MOKHUNOANE;MOEKETSI JOSEPH
761721443;Mokone;MOHONOE K
765168168;MOLAUDI;MOKETE ABRAM
766071571;MOLEMELA;MOLEBOHENG ROSINA
769114793;MOLOKI;Mongezi
762186486;mongwegape;MORRIS
763640293;MOOLA;MOTAPELO ESAU
783790090;Moretlo;MOTSAMAI GERT
781069569;MOSEKESETE;MPHO
785495695;MOSILI;MPOMELELO
789614914;MOTHABENG;NASO J
784623823;MOTLHABANE;NKELEMANE SYDNEY
788756556;MOTSE;NOMATYALA IDAH
783044544;MOYE;nonthetho joyce
787694494;MPOIHI;NTEMI
782874274;Mvimbi;NTHABISENG REBECCA
789542142;NCINCTWA;ntswaki
785551251;NGQUQU;ONKGOPOTSE
781806106;NKIKANE;Palesa Constance
788447047;NORMAN;Paulus Kgosi
785355655;Nthoba;PHIKISIIE
782900900;Ntshanga;PORCHIA
781851851;Nyongoane;pule antoon
792576076;PETER;PUSELETSO EMILY
799983183;PHELEU;REABETSOE
793801901;PITSO;RETHABILE
796119319;PULE;SABATA
797552252;RAJONASE;Sarah
810680380;RAMALEFANE;SEHLOHO Z
828487887;RAMOLULA;SELLO
829264564;RAPULENG;SESING
824304804;SALEMANE;SIMON MMOTA
820992492;SEBOLAO;SOPHIE NOZIMBO
826815815;SEGAU;T.JOSEPH
836137937;SEKHOSANA;TEBOGO ANDREW
835049149;SELLO;TEBOHO PHILIP
832854354;SEPHAKA;THABANG HENDREK
839570770;SETLAI;THABO
834363963;SHUPING;THABO WESSELS
831011893;SOLANI;Thapelo Isaac
839665765;TAMANE;THEMBINKOSI JONAS
835230230;THAFENI;tikoane
837962862;Thinyane;TSEKO JONAS
836250650;Tiwane;Tshepiso Petrus
845545545;TOAI;Tshokolo
845060460;TSHEISI;TUMELO
846832832;TSOLO;VIOLET
844297297;VENKILE;WILLIAM
845573073;ZAZAZA;Zimakile Meshack
510213743;Aaron;A. MALETSATSI
513535135;BENGANE;ALETTAH
604296296;Botsane;ANDRIES
620067567;CHITI;AUPA
637720520;DIALE;BIEKETSENG C
714922522;DLAMINI;BONGINKOSI
719580780;FINGER;CATHRINE THUKE
715381381;GOVUZELA;DANIEL
713577677;HLOHLOMI;DIAU
714646046;Jasong;DIMAKATSO
717366466;KAMBARAMI;DIPUO
728525625;KGOSI;E.MANNUKU
729695995;KHELELO;ELIZABETH MOKGANTSHO
729691891;KHOTSENG;ernest mohasoa
720415915;KOENANE;Francis
720869969;KUBEKA;george matsepe
721800300;LEBITSA;H. RAMOKHUOA
724002402;Lefakane;ISAAC
724073473;LEKHULA;IVAN THABO
724951051;LEPHEPHELO;JASTAMOLAHLEHI
732370470;LETELE;JOHANNES MAHLAKO
736800000;LINKS;JOSEPH PASEKA
730833133;MAAS;KABELO
734743143;MACHOSI;Karabo
739166266;MAGAGE;KEDIEMETSE
732796296;MAIKHI;Kelebohile
736789689;MAKATISI;Kgogadi Jack
730746346;MAKHETHA;Khotso Silvester
735186986;MAKWABA;LEAH
739545145;MALOKA;Lebohang Victor
733539039;MANVOCHO;LEHLOHONOLO EPHRAIM
737686093;MARIBE;LERATO
731637037;MASHOAI;LETSHEGO
735489989;MATAKANI;LITABA
739647247;MATIAS;LYDIA M
733954093;MATSEPE;MADISEBO
737935135;Mayo;MAKALAPA DORCAS
732717617;MEHLOANE;Malekgala Elizabeth
736964764;Mgegane;MAMOKETE
731632332;MMATLI;Mannini Anna
735533033;MODIRWA;MARGARET
739833693;MOEPI;Martha Puseletso
734577477;MOGOROSI;MASHOBE LUCAS
739450850;mohlahlo;matseliso
746899599;MOHUTSIWA;MAVIA
745090290;Mokeki;Michael
767392293;MOKHELE;MMUMY
768726626;MOKHUNONA;MOEKETSI JOSEPH
761721463;MOKONE;MOHONUOA A
765294094;MOLAULI;MOKETE ANDRIES
766074874;MOLEMELA;MOLEBOHENG S
769168968;MOLOKO;MONGEZI
762108608;MONGWEGOPE;MORRIS
763603403;MOOLO;Motasi
783784384;moreto;MOTSAMAI HANS
781024924;MOSEKI;MPHO
785467867;MOSILO;MPONE
789618218;Mothabeng;NAPO EZEKIEL
784635035;Motlhabane;NKASISANG LENAH
788765465;MOTSE;NOMATYALA A
783076576;MOYE;NONTHUTHUZELO
787648548;Mpojane;NTEMI P
782875075;MVIMBI;NTHABISENG REBECCA
789543143;NCINITHWA;NTSWAKI
785567167;NGQUQU;ONKGOPOLENG
781813013;NKIKANE;PALESA CONSTANCE
788403203;NORTJE;PAULUS LEKHOTLA
785365965;NTHOBA;PHIKIWE AGNES
782906806;NTSHANGA;POPPY SARAH
781810910;NYONGWANA;PULE ASAU
792621121;PETER;Puseletso Erna
799997197;PHELEU;Reabetswe
793805605;PITSO;RETHABILE
796146946;PULE;SABATA
797575575;RAKAFU;SARAH
810687887;RAMALEFANE;sehlomeng
828488693;RAMOLULA;SELLO
829293593;RAPULENG;SESING
824307207;SALEMANE;SIMON MAHLOMOLA
820999899;SEBOLAO;SOPHIE THANDIWE
826840440;Segau;T.JOHANNES
836138838;SEKHOSANA;TEBOGO ALFRED
835053553;SELLO;TEBOHO S
832887387;Sephaka;Thabang Hendrick
839588988;SETLAI;THABO
834365765;SHUPING;THABO WALTER
831064764;SOLANI;THAPELO ISAAC
839679073;TAMANE;Thembinkosi Moses
835235835;THAFENI;Timba
838003003;THINYANE;Tseko Joseph
836258658;Tiyo;TSHEPISO PETRUS
845555155;TOAI;Tshokolo
845093193;TSHEISI;Tumelo
846834434;TSOLO;VIOLET
844202502;VENNA;WILLIAM
845588288;Zazaza;ZIMGIWE K
510221121;AARON;A J
513514553;BENGANI;ALEX
604297197;BOTSANE;ANDRIES
620087487;CHITI;AUOANYANA PHILLIMON
637894794;DIALLO;BIEKETSENG V
714936836;DLAMINI;BONGINKOSI
719613613;Finger;CEBANI
715382382;GOWIWE;DANIEL
713652052;HLOHLOMI;DIBABA JONAS
714670270;jasong;Dimakatso
717356556;KAMBINDA;DIPUO
728526626;KGOSI;E.MANTSABENG
729756356;KHELELO;ELIZABETH MOLEBOGENG
729694994;KHOTSENG;ERNEST MORENA
720436836;KOENANE;FRANCIS
720941341;KUBEKA;GEORGE MOATLHODI
721809909;lebitsa;H.LEBOHANG
724013413;Lefalatla;ISAAC
724079379;LEKHULA;IVAN
724998198;LEPHEPHELO;JAYSON
732380580;Letele;JOHANNES MASILO
736801701;LINKS;JOSEPH SELLO
730834234;MAASDORP;Kabelo
734754454;MACHOSI;KARABO
739109409;Magahle;KEDIEMETSE
732728728;MAIKHOSHO;KELEBOHILE
736795873;MAKATISI;KGOJANE
730746846;MAKHETHA;khousile bob
735210510;MAKWABA;LEAH
739555155;MALOKA;Lebohang Vincent
733561061;MANWA;Lehlohonolo Eric
737687387;MARIBE;lerato
731650050;mashoai;LETSHEGO
735502002;Matakani;LITABA DAVID
739696296;MATIAS;LYDIA M
733956256;MATSEPE;MADINTWE B.
737946746;MAYO;MAKALO
732768668;MEHLOANE;MALEKGANOE C
736961861;MGESI;MAMOKETE
731635335;MMATLI;MANNINI B
735551051;MODIRWA;MARGARET
739840040;MOEPI;Martha Nthabiseng
734581081;MOGOROSI;MASHIASE
739462762;MOHLAHLO;MATSELISO
746993193;MOHUTSIWA;Mavis
745100800;MOKEKI;MICHAEL
767392373;MOKHELE;MMUPAKI
768712812;MOKHUOA;MOEKETSI JOSEPH
761721553;MOKONE;MOHOTLOANAE
765200100;MOLAUSI;mokete andries
766095795;MOLEMELA;MOLEBOHENG RUTH
769170570;moloko;MONGEZI
762170670;MONGYOBI;MORRIS HENDRIK
763630730;Moolotsi;MOTATI
783700500;MORETSI;MOTSAMAI HERMAN
781032732;Moseki;MPHO
785497897;MOSIMA;mponeng
789620120;MOTHABENG;NAPO ELIAS
784641041;Motlhabane;Nkatetsi
788766366;MOTSE;NOMATYALA
783041641;MOYEDI;NONTHUTHUZELO EUNICE
787669569;Mpojane;NTEMI PETER
782883283;MVIMBI;NTHABISENG REGINA
789501501;Ncinitwa;NTSWAKI
785559559;NGQUTHWANA;ONTEHETSE GOODWIN PETRUS
781822022;Nkikane;Palesa Constance
788434234;NORTJE;PAULUS LEKHOTLA
785366566;Nthoba;PHIKANI JOHANNES
782921721;NTSHANGA;POPPY MINAH
781832932;NYONGWANA;PULE AUBREY
792643043;Peter;Puseletso Engelinah
790125725;PHELLO;REABETSWE
793806906;PITSO;RETHABILE
796193393;PULE;Sabata
797540840;RAKAIE;SARAH
810718718;RAMALEFANE;SEHLOMENG CECILIA
828506206;RAMOLULA;SELLO
829313213;RAPULENG;sesinyane
824321321;Salemane;Simon Melato
821044144;SEBOLAO;SOPHIO
826848548;SEGAU;T.JOHN
836144993;SEKHOSANA;TEBOGO ABRAM
835065565;SELLO;TEBOHO S
832890390;SEPHAKA;THABANG I
839599999;SETLAI;THABO
834366466;SHUPING;THABO V
831074343;SOLANI;THAPELO ISAAC
839680780;TAMANE;THEMBINKOSI MICHAEL
835238738;THAFENI;Tim
838005005;THIPA;TSEKO JOSEPH
836272672;TIYO;TSHEPISO RICHARD
845558783;TOAI;tshokolo
845040840;TSHEISI JEREMIA;TUMELO
846856756;TSOLO;VIOLET
844220520;Vent;WILLIAM
845595995;ZAZAZA;ZIMKHITHA
510229129;AARON;A M MOKHETHI
513545145;BENGANI;ALEWIN THABISO
604315815;BOTSANE;Andries Henry
620105405;CHITI;AUPA
637913313;diamond;BIES TITUS
714944644;DLAMINI;BONGINKOSI
719614614;FINGER;CECELIA
715398398;GQAJE;Daniel
713660760;HLOHLOMI;Dibakiso
714678278;JASONG;DIMAKATSO
717355655;KAMBULA;DIPUO
728534234;KGOSI;E.KHOPOLO
729765065;KHELELO;ELIZABETH MOKOBE
729695495;KHOTSENG;ERNEST LOSERENG
720440253;Koenane;FRANCIS
720952352;KUBEKA;GEORGE MOFIHLI
721850750;LEBITSA;H.E ISAAC
724002602;LEFALATSA;ISAAC
724082482;LEKHULA;IVAN THABO
724960260;LEPHEPITELO;Jazeek
732389733;LETELE;JOHANNES MOJALEFA
736814014;LINKS;JOSEPH PASEKA
730854154;MAASDORP;KABELO
734778078;MACHOSI;KARABO
739185485;MAGAHO;KEDIEMETSE
732735735;MAIKHOSHO;Kelebohile
736773973;MAKATO;KGOKONG E
730749949;Makhetha;KHUDUGANE ATHRONICA
735211143;MAKWABA;LEAH
739557357;MALOKA;LEBOHANG, F
733508823;MANXALA;LEHLOHONOLO ERNEST
737692492;MARIBE;Lerato
731611111;MASHOANE;LETSHEGO
735502773;MATAKANI;Litaba Esaiah
739610410;MATIASE;LYDIA M
733973473;MATSEPE;Madipuo Joyce
737955455;MAYO;MAKALO
732788688;MEHLOANE;MALEKGETHO
736922922;Mgidi;MAMOKETE
731645145;MMATLI;mannini
735554054;MODIRWA;MARGARET
739848448;MOEPI;MARTHA S
734584423;MOGOROSI;MASHUDU GIFT
739466666;MOHLAHLO;Matseliso
746990390;MOHUTSOANE;MAVIS
745102102;MOKEKI;MICHAEL
767398098;MOKHELE;MMOTSE M
768780780;MOKHUOA;MOEKETSI JOSEPH
761721683;MOKONE;MOHTOLO A
765235235;MOLAWA;MOKETE ANDRIES
766100500;MOLEMELA;Moleboheng Sherlin
769207507;MOLOKO;Mongezi David
762156756;Monhusi;MORRIS M
763669769;MOOLOTSI;MOTATI
783720620;MORETSI;motsamai isaac
781036936;MOSEKI;MPHO
785405905;MOSIMANE;MPONENG
789622122;MOTHABENG;NAPO ELIAS
784641341;MOTLHABANE;NKATLHOLANG DAVID
788767867;MOTSE;NOMAWONGA
